age,gender,height,weight,goal,focus,limitations,intensity,duration,plan_template_id
75,Male,173.8,78.2,lose_weight,full,joints,normal,15,fat_loss_low_impact
20,Female,155.1,69.1,lose_weight,arms,none,high,45,fat_loss_general
55,Male,176.7,114.3,keep_fit,arms,none,normal,10,keep_fit_balanced
71,Female,172.7,73.6,lose_weight,chest,none,high,15,fat_loss_general
23,Male,161.5,55.7,lose_weight,arms,none,low,45,fat_loss_low_impact
73,Female,160.0,77.2,lose_weight,legs,none,low,60,fat_loss_low_impact
70,Male,162.9,93.5,lose_weight,full,joints,high,45,fat_loss_low_impact
15,Female,154.1,112.6,gain_mass,full,none,normal,15,kids_active_play_safe
76,Female,165.6,101.0,lose_weight,chest,none,high,45,fat_loss_general
35,Male,169.5,68.3,keep_fit,abs,joints,high,10,keep_fit_low_impact
64,Female,161.6,80.4,gain_mass,full,joints,low,60,muscle_low_impact
56,Male,180.7,85.5,keep_fit,full,none,high,60,keep_fit_endurance
56,Female,183.9,47.0,keep_fit,chest,none,low,60,keep_fit_low_impact
74,Female,167.1,84.5,lose_weight,legs,none,low,20,fat_loss_low_impact
40,Male,165.2,67.4,keep_fit,arms,joints,normal,60,keep_fit_low_impact
17,Female,171.9,100.5,lose_weight,abs,joints,low,10,kids_active_play_safe
77,Male,162.0,104.0,gain_mass,arms,none,normal,15,muscle_home_basic
45,Male,186.9,107.2,keep_fit,abs,joints,normal,20,keep_fit_low_impact
31,Male,161.3,124.4,keep_fit,chest,joints,normal,30,keep_fit_low_impact
21,Male,169.0,64.7,keep_fit,arms,none,high,30,keep_fit_endurance
33,Male,179.8,91.2,keep_fit,abs,none,normal,10,keep_fit_balanced
72,Female,162.7,117.5,gain_mass,legs,none,high,60,muscle_gym_progressive
56,Female,167.2,79.6,lose_weight,arms,none,low,45,fat_loss_low_impact
39,Male,168.6,79.9,gain_mass,full,none,low,60,muscle_low_impact
53,Male,166.6,122.1,keep_fit,legs,none,low,10,keep_fit_low_impact
28,Female,180.3,52.9,keep_fit,abs,none,low,15,keep_fit_low_impact
50,Female,155.3,51.6,lose_weight,abs,none,low,30,fat_loss_low_impact
26,Male,186.5,110.9,gain_mass,arms,joints,high,15,muscle_low_impact
47,Male,187.8,109.3,gain_mass,arms,joints,normal,10,muscle_low_impact
22,Female,172.3,96.5,gain_mass,full,none,low,15,muscle_low_impact
18,Female,160.9,116.0,gain_mass,arms,none,low,30,muscle_low_impact
59,Female,177.1,87.6,keep_fit,chest,none,low,60,keep_fit_low_impact
78,Female,172.2,101.3,gain_mass,abs,none,low,30,muscle_low_impact
16,Female,183.5,79.2,keep_fit,chest,none,normal,15,kids_active_play_safe
15,Female,156.8,97.3,lose_weight,abs,none,high,15,kids_active_play_safe
36,Male,190.6,82.4,lose_weight,abs,none,normal,60,fat_loss_general
64,Male,180.8,119.3,lose_weight,abs,none,low,10,fat_loss_low_impact
24,Male,172.6,62.7,lose_weight,arms,none,normal,45,fat_loss_general
16,Male,175.9,135.5,lose_weight,arms,joints,high,15,kids_active_play_safe
18,Female,153.2,94.1,lose_weight,abs,joints,high,30,fat_loss_low_impact
71,Male,177.4,93.1,keep_fit,full,none,normal,20,keep_fit_balanced
40,Female,183.3,89.8,gain_mass,abs,none,normal,20,muscle_home_basic
78,Female,164.1,99.9,lose_weight,legs,none,low,10,fat_loss_low_impact
54,Male,181.0,62.9,gain_mass,abs,joints,normal,30,muscle_low_impact
22,Female,173.5,62.2,keep_fit,chest,none,high,10,keep_fit_endurance
76,Female,172.5,77.5,lose_weight,legs,joints,high,45,fat_loss_low_impact
79,Female,161.6,60.5,lose_weight,full,none,normal,10,fat_loss_general
39,Female,156.0,118.5,lose_weight,full,joints,normal,45,fat_loss_low_impact
33,Female,163.5,87.4,gain_mass,chest,none,low,20,muscle_low_impact
32,Male,164.7,60.0,gain_mass,arms,none,low,15,muscle_low_impact
45,Female,167.8,103.1,lose_weight,abs,joints,normal,10,fat_loss_low_impact
31,Female,175.4,119.4,gain_mass,legs,joints,low,20,muscle_low_impact
80,Female,166.6,90.6,lose_weight,abs,none,normal,20,fat_loss_general
26,Male,188.0,74.6,gain_mass,arms,none,normal,30,muscle_home_basic
40,Male,174.0,85.4,keep_fit,abs,joints,high,60,keep_fit_low_impact
51,Male,186.8,75.8,lose_weight,chest,none,high,15,fat_loss_general
17,Female,177.9,95.0,lose_weight,legs,none,high,60,kids_active_play_safe
35,Female,172.1,115.0,lose_weight,abs,joints,normal,15,fat_loss_low_impact
51,Male,161.8,135.9,lose_weight,abs,none,normal,20,fat_loss_general
60,Female,183.5,45.4,lose_weight,abs,none,low,10,fat_loss_low_impact
76,Male,196.7,98.7,keep_fit,abs,joints,normal,15,keep_fit_low_impact
76,Male,166.6,99.2,lose_weight,chest,none,normal,10,fat_loss_general
27,Female,166.7,116.5,gain_mass,full,none,normal,10,muscle_home_basic
17,Female,171.9,46.6,keep_fit,abs,none,normal,20,kids_active_play_safe
21,Male,196.6,99.1,lose_weight,abs,none,low,60,fat_loss_low_impact
23,Male,179.9,75.2,keep_fit,legs,joints,low,15,keep_fit_low_impact
22,Female,166.8,80.2,lose_weight,chest,none,normal,15,fat_loss_general
71,Male,167.9,105.5,lose_weight,chest,none,low,20,fat_loss_low_impact
68,Male,194.1,129.5,lose_weight,chest,none,high,15,fat_loss_general
74,Female,182.9,50.8,gain_mass,arms,none,normal,15,muscle_home_basic
25,Female,180.2,81.4,keep_fit,chest,none,high,30,keep_fit_endurance
43,Male,200.0,119.9,gain_mass,arms,none,low,45,muscle_low_impact
51,Male,168.1,50.8,lose_weight,legs,none,low,10,fat_loss_low_impact
47,Male,197.7,80.7,gain_mass,arms,none,low,15,muscle_low_impact
39,Female,168.3,69.2,keep_fit,abs,none,normal,30,keep_fit_balanced
53,Male,195.2,85.4,keep_fit,abs,none,normal,20,keep_fit_balanced
70,Male,191.5,72.8,gain_mass,full,none,normal,30,muscle_home_basic
59,Female,183.5,101.6,gain_mass,arms,none,high,15,muscle_gym_progressive
52,Male,170.9,107.8,lose_weight,chest,none,high,60,fat_loss_general
34,Female,165.9,46.4,gain_mass,abs,joints,low,60,muscle_low_impact
27,Male,179.2,130.7,keep_fit,abs,joints,normal,20,keep_fit_low_impact
17,Male,171.1,133.0,lose_weight,arms,joints,low,30,kids_active_play_safe
58,Female,154.7,100.2,gain_mass,chest,none,high,20,muscle_gym_progressive
58,Male,189.4,72.9,gain_mass,full,none,normal,20,muscle_home_basic
67,Male,172.7,95.1,lose_weight,legs,none,high,20,fat_loss_cardio_focus
54,Male,171.1,119.5,lose_weight,legs,none,high,30,fat_loss_cardio_focus
49,Female,164.9,119.0,keep_fit,chest,none,normal,10,keep_fit_balanced
27,Female,162.4,107.7,keep_fit,abs,joints,low,30,keep_fit_low_impact
52,Female,152.0,104.1,gain_mass,legs,none,low,10,muscle_low_impact
42,Female,175.3,95.8,lose_weight,abs,none,low,45,fat_loss_low_impact
32,Male,198.7,90.1,lose_weight,abs,none,normal,60,fat_loss_general
77,Female,179.7,54.5,gain_mass,chest,none,high,60,muscle_gym_progressive
24,Female,184.8,85.8,lose_weight,chest,none,low,20,fat_loss_low_impact
46,Female,179.1,87.0,gain_mass,abs,none,low,60,muscle_low_impact
46,Female,172.6,64.6,gain_mass,chest,none,high,20,muscle_gym_progressive
53,Female,151.6,46.4,keep_fit,chest,joints,high,60,keep_fit_low_impact
64,Male,162.8,80.5,keep_fit,abs,none,low,20,keep_fit_low_impact
39,Female,169.5,112.1,gain_mass,abs,none,low,10,muscle_low_impact
68,Female,167.4,46.6,gain_mass,chest,none,high,15,muscle_gym_progressive
52,Male,182.0,139.6,gain_mass,chest,none,normal,15,muscle_home_basic
17,Male,165.3,137.2,lose_weight,arms,joints,normal,20,kids_active_play_safe
76,Female,150.8,114.0,keep_fit,chest,none,normal,45,keep_fit_endurance
40,Female,166.9,108.2,gain_mass,arms,joints,normal,30,muscle_low_impact
71,Female,154.9,113.4,gain_mass,arms,none,low,60,muscle_low_impact
50,Male,189.7,53.7,lose_weight,abs,none,low,10,fat_loss_low_impact
39,Female,175.1,93.0,gain_mass,legs,none,low,15,muscle_low_impact
25,Male,177.9,124.5,keep_fit,chest,joints,high,20,keep_fit_low_impact
35,Female,162.1,47.7,gain_mass,legs,none,high,30,muscle_gym_progressive
58,Male,197.9,118.2,lose_weight,full,none,high,10,fat_loss_cardio_focus
80,Female,165.3,69.3,gain_mass,legs,none,high,45,muscle_gym_progressive
49,Male,165.0,86.8,lose_weight,arms,none,low,60,fat_loss_low_impact
21,Male,196.0,63.9,lose_weight,legs,none,normal,20,fat_loss_general
17,Male,163.5,100.1,gain_mass,arms,none,low,15,kids_active_play_safe
23,Female,168.9,62.2,gain_mass,full,none,normal,60,muscle_home_basic
75,Male,165.8,64.3,lose_weight,abs,joints,high,30,fat_loss_low_impact
18,Male,160.1,101.2,lose_weight,full,none,normal,10,fat_loss_general
49,Female,181.4,99.7,gain_mass,arms,joints,low,20,muscle_low_impact
25,Female,159.3,52.9,gain_mass,legs,none,high,30,muscle_gym_progressive
45,Male,176.5,94.6,lose_weight,chest,joints,normal,45,fat_loss_low_impact
35,Male,184.2,75.5,lose_weight,arms,joints,high,30,fat_loss_low_impact
19,Male,196.9,69.8,keep_fit,arms,none,low,10,keep_fit_low_impact
47,Male,184.2,57.9,lose_weight,abs,none,high,60,fat_loss_general
75,Male,193.7,133.3,keep_fit,abs,joints,high,10,keep_fit_low_impact
61,Male,197.5,65.4,gain_mass,abs,joints,normal,10,muscle_low_impact
28,Male,195.3,105.7,keep_fit,abs,none,normal,60,keep_fit_endurance
62,Male,178.1,75.3,gain_mass,chest,none,low,15,muscle_low_impact
78,Female,170.8,70.7,keep_fit,arms,joints,low,10,keep_fit_low_impact
47,Male,179.0,109.6,lose_weight,legs,joints,low,30,fat_loss_low_impact
77,Male,171.6,78.1,keep_fit,full,none,normal,45,keep_fit_endurance
56,Male,192.3,135.2,keep_fit,abs,none,low,45,keep_fit_low_impact
37,Male,171.2,128.7,gain_mass,abs,joints,normal,60,muscle_low_impact
35,Male,184.2,59.1,gain_mass,full,none,low,10,muscle_low_impact
22,Female,177.2,53.0,keep_fit,full,joints,low,30,keep_fit_low_impact
19,Male,178.0,55.0,keep_fit,legs,none,normal,30,keep_fit_balanced
68,Male,165.2,103.4,lose_weight,arms,none,normal,45,fat_loss_general
26,Female,155.6,88.9,gain_mass,chest,none,high,10,muscle_gym_progressive
67,Male,176.2,75.5,gain_mass,abs,none,low,15,muscle_low_impact
50,Male,180.3,86.3,keep_fit,legs,none,normal,60,keep_fit_endurance
35,Female,164.7,92.7,lose_weight,chest,none,high,15,fat_loss_general
23,Female,182.7,66.8,keep_fit,legs,none,high,60,keep_fit_endurance
54,Male,195.1,63.1,gain_mass,legs,joints,low,30,muscle_low_impact
38,Male,198.2,100.2,lose_weight,abs,none,normal,15,fat_loss_general
28,Female,163.3,85.6,keep_fit,legs,none,high,15,keep_fit_endurance
40,Female,166.1,46.7,keep_fit,legs,joints,high,10,keep_fit_low_impact
54,Male,174.8,126.1,gain_mass,abs,none,normal,60,muscle_home_basic
54,Female,174.1,93.7,keep_fit,abs,joints,normal,20,keep_fit_low_impact
79,Male,191.0,126.2,lose_weight,abs,none,high,20,fat_loss_general
63,Female,160.1,94.8,gain_mass,arms,none,low,45,muscle_low_impact
75,Male,190.4,132.6,lose_weight,full,joints,high,30,fat_loss_low_impact
80,Female,173.0,103.1,keep_fit,arms,joints,normal,30,keep_fit_low_impact
67,Female,154.4,102.2,keep_fit,arms,none,normal,45,keep_fit_endurance
58,Male,195.2,53.6,keep_fit,chest,none,high,60,keep_fit_endurance
47,Male,170.0,52.4,gain_mass,arms,none,high,60,muscle_gym_progressive
22,Male,195.3,60.6,lose_weight,legs,none,normal,15,fat_loss_general
56,Female,163.1,95.8,gain_mass,legs,joints,high,60,muscle_low_impact
67,Female,166.3,70.4,gain_mass,arms,none,high,60,muscle_gym_progressive
58,Male,184.0,138.3,keep_fit,full,joints,low,45,keep_fit_low_impact
72,Male,191.4,86.7,lose_weight,chest,none,normal,30,fat_loss_general
17,Male,186.2,89.7,gain_mass,legs,none,normal,15,kids_active_play_safe
40,Female,151.0,65.4,keep_fit,full,none,low,30,keep_fit_low_impact
75,Male,194.0,78.0,keep_fit,legs,joints,low,45,keep_fit_low_impact
28,Female,164.3,68.1,gain_mass,legs,none,high,15,muscle_gym_progressive
18,Female,169.5,90.7,lose_weight,arms,none,high,60,fat_loss_general
27,Female,158.9,108.1,keep_fit,abs,none,normal,45,keep_fit_endurance
31,Male,198.4,79.0,keep_fit,arms,none,normal,20,keep_fit_balanced
35,Female,170.9,64.5,gain_mass,full,joints,low,15,muscle_low_impact
37,Female,174.2,113.2,keep_fit,full,joints,low,10,keep_fit_low_impact
54,Female,161.9,93.6,gain_mass,full,none,high,60,muscle_gym_progressive
21,Female,161.7,112.1,gain_mass,arms,joints,high,30,muscle_low_impact
21,Female,181.4,90.8,lose_weight,arms,joints,high,20,fat_loss_low_impact
20,Male,169.6,74.1,gain_mass,legs,none,high,60,muscle_gym_progressive
20,Female,152.1,112.0,gain_mass,full,none,normal,15,muscle_home_basic
51,Female,180.0,79.3,keep_fit,arms,none,high,10,keep_fit_endurance
79,Male,177.7,123.9,keep_fit,arms,none,normal,10,keep_fit_balanced
78,Female,154.6,52.2,gain_mass,arms,none,low,10,muscle_low_impact
18,Male,162.0,67.8,gain_mass,legs,joints,high,20,muscle_low_impact
47,Male,193.8,123.8,lose_weight,legs,joints,normal,15,fat_loss_low_impact
48,Female,166.3,103.6,gain_mass,chest,joints,low,45,muscle_low_impact
19,Male,196.2,75.3,lose_weight,abs,none,normal,10,fat_loss_general
48,Female,157.6,113.6,lose_weight,full,none,normal,20,fat_loss_general
33,Male,183.1,71.5,gain_mass,legs,none,high,60,muscle_gym_progressive
30,Female,155.9,78.8,gain_mass,full,none,normal,60,muscle_home_basic
66,Male,196.7,81.1,lose_weight,full,joints,low,45,fat_loss_low_impact
60,Male,174.4,118.4,keep_fit,full,none,high,10,keep_fit_endurance
71,Female,181.6,115.6,gain_mass,chest,none,high,10,muscle_gym_progressive
77,Male,181.3,118.8,lose_weight,chest,joints,normal,45,fat_loss_low_impact
80,Male,180.8,130.4,lose_weight,chest,joints,low,10,fat_loss_low_impact
47,Female,151.8,91.2,gain_mass,abs,none,high,15,muscle_gym_progressive
76,Female,153.9,48.1,gain_mass,full,joints,high,45,muscle_low_impact
50,Female,156.2,84.4,lose_weight,arms,none,low,30,fat_loss_low_impact
26,Male,160.9,112.7,lose_weight,chest,joints,low,15,fat_loss_low_impact
23,Female,183.9,45.2,gain_mass,legs,none,normal,60,muscle_home_basic
65,Female,175.6,112.0,lose_weight,arms,none,high,15,fat_loss_general
63,Male,163.5,105.3,gain_mass,abs,none,low,15,muscle_low_impact
73,Female,183.4,55.1,keep_fit,legs,none,high,60,keep_fit_endurance
26,Male,198.2,63.8,lose_weight,full,none,low,45,fat_loss_low_impact
77,Male,182.8,111.3,lose_weight,chest,none,low,30,fat_loss_low_impact
61,Female,181.9,47.4,lose_weight,full,none,high,30,fat_loss_cardio_focus
14,Male,193.8,54.8,gain_mass,abs,none,normal,60,kids_active_play_safe
49,Female,165.6,96.2,gain_mass,chest,joints,normal,60,muscle_low_impact
58,Male,178.8,136.3,lose_weight,arms,none,normal,20,fat_loss_general
62,Female,151.8,93.0,gain_mass,arms,none,normal,20,muscle_home_basic
66,Male,196.0,110.7,gain_mass,chest,none,normal,60,muscle_home_basic
14,Male,165.3,76.0,keep_fit,arms,none,normal,10,kids_active_play_safe
46,Male,184.7,126.7,lose_weight,full,none,high,45,fat_loss_cardio_focus
74,Female,173.1,100.7,lose_weight,abs,joints,high,15,fat_loss_low_impact
48,Female,163.6,65.2,lose_weight,chest,none,normal,60,fat_loss_general
62,Male,182.0,87.7,lose_weight,chest,joints,high,45,fat_loss_low_impact
59,Female,171.6,100.3,keep_fit,full,none,low,10,keep_fit_low_impact
50,Male,199.2,109.4,keep_fit,abs,none,normal,45,keep_fit_endurance
47,Female,167.6,117.6,keep_fit,arms,joints,normal,10,keep_fit_low_impact
34,Female,165.8,109.7,gain_mass,chest,none,high,60,muscle_gym_progressive
45,Male,198.2,99.2,keep_fit,legs,joints,high,60,keep_fit_low_impact
52,Female,164.2,46.4,lose_weight,chest,none,low,60,fat_loss_low_impact
66,Male,176.8,85.2,lose_weight,arms,none,normal,30,fat_loss_general
69,Female,175.1,63.5,keep_fit,legs,none,normal,45,keep_fit_endurance
26,Female,165.5,49.5,gain_mass,legs,none,low,30,muscle_low_impact
16,Female,159.4,118.7,lose_weight,chest,none,normal,10,kids_active_play_safe
42,Male,162.3,59.0,lose_weight,full,none,low,15,fat_loss_low_impact
64,Male,179.9,55.2,keep_fit,full,none,normal,15,keep_fit_balanced
36,Male,164.3,133.8,lose_weight,arms,none,low,60,fat_loss_low_impact
61,Male,185.3,130.3,gain_mass,full,none,high,20,muscle_gym_progressive
79,Female,183.6,57.7,gain_mass,arms,none,normal,45,muscle_home_basic
53,Female,180.3,117.8,lose_weight,full,none,low,15,fat_loss_low_impact
34,Male,192.0,74.7,keep_fit,arms,none,high,15,keep_fit_endurance
67,Male,192.3,107.5,lose_weight,legs,none,low,15,fat_loss_low_impact
41,Female,182.8,81.2,gain_mass,full,none,low,60,muscle_low_impact
36,Female,175.3,102.1,keep_fit,abs,none,normal,60,keep_fit_endurance
47,Male,167.5,66.1,gain_mass,legs,none,normal,60,muscle_home_basic
15,Female,152.7,112.7,keep_fit,legs,none,low,30,kids_active_play_safe
62,Female,179.8,95.8,keep_fit,legs,none,high,10,keep_fit_endurance
69,Male,191.1,57.6,keep_fit,abs,joints,low,45,keep_fit_low_impact
48,Female,174.7,113.9,lose_weight,chest,none,high,60,fat_loss_general
69,Female,168.8,92.9,keep_fit,arms,none,low,15,keep_fit_low_impact
22,Male,180.3,120.6,lose_weight,abs,none,normal,30,fat_loss_general
56,Female,174.5,73.1,lose_weight,full,none,low,60,fat_loss_low_impact
25,Male,195.0,128.4,gain_mass,chest,none,normal,15,muscle_home_basic
70,Male,161.2,77.7,keep_fit,full,none,normal,45,keep_fit_endurance
24,Female,152.0,77.3,gain_mass,arms,joints,normal,60,muscle_low_impact
16,Female,175.4,79.2,lose_weight,chest,none,low,60,kids_active_play_safe
16,Male,197.6,95.0,keep_fit,abs,none,low,10,kids_active_play_safe
74,Male,180.3,120.4,gain_mass,abs,joints,normal,15,muscle_low_impact
72,Male,183.7,106.1,gain_mass,abs,none,normal,60,muscle_home_basic
68,Female,160.9,94.1,keep_fit,abs,none,low,45,keep_fit_low_impact
34,Male,169.1,107.6,lose_weight,full,none,high,20,fat_loss_cardio_focus
21,Female,160.2,99.8,gain_mass,chest,none,high,10,muscle_gym_progressive
25,Male,170.0,120.0,keep_fit,arms,joints,high,60,keep_fit_low_impact
60,Female,153.4,102.9,keep_fit,abs,joints,low,30,keep_fit_low_impact
70,Male,173.1,121.1,gain_mass,full,none,high,10,muscle_gym_progressive
14,Male,192.1,137.5,keep_fit,legs,none,low,60,kids_active_play_safe
71,Female,155.4,117.0,gain_mass,legs,none,high,45,muscle_gym_progressive
77,Male,190.5,91.2,lose_weight,full,joints,normal,20,fat_loss_low_impact
23,Female,174.8,105.5,keep_fit,abs,none,low,60,keep_fit_low_impact
62,Male,161.9,125.5,lose_weight,legs,joints,low,20,fat_loss_low_impact
22,Male,195.5,68.9,lose_weight,abs,none,high,15,fat_loss_general
36,Female,159.3,110.1,keep_fit,full,joints,normal,10,keep_fit_low_impact
20,Male,168.9,81.2,gain_mass,legs,none,low,45,muscle_low_impact
68,Female,160.3,64.2,lose_weight,chest,none,high,60,fat_loss_general
73,Male,163.6,63.6,lose_weight,full,joints,high,15,fat_loss_low_impact
49,Female,174.5,51.3,lose_weight,arms,none,normal,20,fat_loss_general
16,Female,158.4,93.4,lose_weight,arms,none,normal,30,kids_active_play_safe
20,Male,193.5,65.7,keep_fit,abs,none,normal,10,keep_fit_balanced
26,Female,152.9,107.7,gain_mass,arms,none,high,45,muscle_gym_progressive
40,Female,182.8,94.4,gain_mass,chest,none,low,60,muscle_low_impact
33,Female,179.7,104.1,gain_mass,arms,none,low,10,muscle_low_impact
44,Male,170.6,138.3,lose_weight,chest,joints,normal,45,fat_loss_low_impact
68,Male,195.4,128.3,gain_mass,chest,none,low,60,muscle_low_impact
28,Male,184.5,97.2,lose_weight,full,joints,high,10,fat_loss_low_impact
56,Female,150.5,91.6,lose_weight,full,none,normal,30,fat_loss_general
27,Male,187.6,111.0,lose_weight,abs,joints,low,15,fat_loss_low_impact
70,Female,152.6,88.3,keep_fit,chest,none,normal,60,keep_fit_endurance
79,Male,182.1,74.4,keep_fit,arms,none,low,10,keep_fit_low_impact
68,Male,188.8,61.9,keep_fit,abs,none,normal,15,keep_fit_balanced
22,Male,165.9,84.0,gain_mass,chest,joints,high,45,muscle_low_impact
63,Female,152.7,75.7,lose_weight,chest,none,low,20,fat_loss_low_impact
27,Male,167.7,77.1,gain_mass,abs,none,low,15,muscle_low_impact
31,Female,184.1,117.2,keep_fit,legs,joints,low,60,keep_fit_low_impact
34,Female,184.5,65.0,keep_fit,abs,joints,low,30,keep_fit_low_impact
57,Female,159.3,95.1,gain_mass,full,joints,high,15,muscle_low_impact
29,Female,165.8,80.3,keep_fit,arms,none,high,45,keep_fit_endurance
28,Female,182.8,68.7,lose_weight,full,none,normal,15,fat_loss_general
53,Female,161.1,120.0,gain_mass,legs,none,normal,10,muscle_home_basic
41,Male,194.4,68.4,gain_mass,arms,joints,normal,60,muscle_low_impact
30,Male,195.6,85.9,lose_weight,full,none,high,45,fat_loss_cardio_focus
47,Male,190.2,138.8,lose_weight,abs,none,high,30,fat_loss_general
28,Male,192.4,98.6,lose_weight,chest,none,high,20,fat_loss_general
28,Male,198.2,55.9,keep_fit,abs,none,high,30,keep_fit_endurance
45,Female,164.9,45.5,gain_mass,legs,none,normal,15,muscle_home_basic
50,Female,155.6,113.8,gain_mass,arms,none,normal,10,muscle_home_basic
